loss,root_mean_squared_error,val_loss,val_root_mean_squared_error,lr
0.295599848031998,0.543690860271454,0.151846855878830,0.389675319194794,0.001000000047497
0.111086964607239,0.333297133445740,0.094906136393547,0.308068394660950,0.001000000047497
0.059495911002159,0.243917807936668,0.042652066797018,0.206523761153221,0.001000000047497
0.038839448243380,0.197077229619026,0.027894670143723,0.167016968131065,0.001000000047497
0.026564329862595,0.162985682487488,0.021253595128655,0.145786121487617,0.001000000047497
0.030847117304802,0.175633460283279,0.023766387254000,0.154163494706154,0.001000000047497
0.019249847158790,0.138743817806244,0.014488900080323,0.120369844138622,0.001000000047497
0.014004521071911,0.118340700864792,0.011453801766038,0.107022419571877,0.001000000047497
0.011934506706893,0.109245181083679,0.009925104677677,0.099624820053577,0.001000000047497
0.013710836879909,0.117093272507191,0.014131052419543,0.118874102830887,0.001000000047497
0.011045190505683,0.105096094310284,0.007935007102787,0.089078649878502,0.001000000047497
0.007852006703615,0.088611550629139,0.007177139166743,0.084717996418476,0.001000000047497
0.006659618578851,0.081606492400169,0.006046377122402,0.077758461236954,0.001000000047497
0.005886940751225,0.076726406812668,0.005472084973007,0.073973543941975,0.001000000047497
0.006599432788789,0.081236891448498,0.005378340370953,0.073337167501450,0.001000000047497
0.004977306816727,0.070550024509430,0.004464887082577,0.066819801926613,0.001000000047497
0.004450439941138,0.066711626946926,0.004076595883816,0.063848227262497,0.001000000047497
0.005089526530355,0.071340918540955,0.004525552503765,0.067272223532200,0.001000000047497
0.003921441733837,0.062621407210827,0.003506623907015,0.059216748923063,0.001000000047497
0.003545821411535,0.059546802192926,0.003259394783527,0.057091109454632,0.001000000047497
0.003357077017426,0.057940296828747,0.003405121620744,0.058353420346975,0.001000000047497
0.003379269968718,0.058131489902735,0.003013124922290,0.054891936480999,0.001000000047497
0.004100205376744,0.064032837748528,0.003322150092572,0.057638097554445,0.001000000047497
0.003267629770562,0.057163186371326,0.002849611453712,0.053381752222776,0.001000000047497
0.002732394495979,0.052272308617830,0.002505278680474,0.050052762031555,0.001000000047497
0.002605030778795,0.051039502024651,0.002491069491953,0.049910612404346,0.001000000047497
0.002497745212168,0.049977444112301,0.002350172027946,0.048478573560715,0.001000000047497
0.002400492783636,0.048994820564985,0.002211332321167,0.047024808824062,0.001000000047497
0.002249121665955,0.047424908727407,0.002009506570175,0.044827520847321,0.001000000047497
0.002072962233797,0.045529793947935,0.001890684827231,0.043482009321451,0.001000000047497
0.002021502703428,0.044961117208004,0.001686588511802,0.041068091988564,0.001000000047497
0.001781056402251,0.042202565819025,0.001616908237338,0.040210798382759,0.001000000047497
0.001536301570013,0.039195679128170,0.001277665491216,0.035744447261095,0.001000000047497
0.001411373610608,0.037568248808384,0.001615199027583,0.040189538151026,0.001000000047497
0.001338319503702,0.036583051085472,0.001181061379611,0.034366574138403,0.001000000047497
0.001153547666036,0.033963914960623,0.001059513539076,0.032550167292356,0.001000000047497
0.001162634114735,0.034097421914339,0.001469861483201,0.038338765501976,0.001000000047497
0.001085192780010,0.032942265272141,0.001276115188375,0.035722754895687,0.001000000047497
0.001080257003196,0.032867264002562,0.001359877409413,0.036876514554024,0.001000000047497
0.000975885428488,0.031239164993167,0.001306544407271,0.036146156489849,0.001000000047497
0.000789428479038,0.028096770867705,0.000728422135580,0.026989294216037,0.000200000009499
0.000710330263246,0.026652021333575,0.000714734662324,0.026734521612525,0.000200000009499
0.000697563344147,0.026411423459649,0.000702094926964,0.026497073471546,0.000200000009499
0.000686013372615,0.026191854849458,0.000689840293489,0.026264810934663,0.000200000009499
0.000675758521538,0.025995351374149,0.000679656979628,0.026070231571794,0.000200000009499
0.000660097284708,0.025692354887724,0.000667887332384,0.025843517854810,0.000040000002627
0.000656369142234,0.025619700551033,0.000665382773150,0.025795012712479,0.000040000002627
0.000654276227579,0.025578824803233,0.000663043465465,0.025749631226063,0.000040000002627
0.000652216549497,0.025538530200720,0.000660732563119,0.025704717263579,0.000040000002627
0.000648664426990,0.025468891486526,0.000658988603391,0.025670772418380,0.000008000000889
