loss,mean_squared_error,val_loss,val_mean_squared_error,lr,rmse,val_rmse
0.000006416841188,0.000006416843462,0.000033016902307,0.000033016905945,0.000000012800001,0.002533148922192,0.005746033931765
0.000006416791166,0.000006416790256,0.000033017611713,0.000033017611713,0.000000012800001,0.002533138420221,0.005746095344928
0.000006416687938,0.000006416688393,0.000033019950934,0.000033019954572,0.000000012800001,0.002533118314055,0.005746299206620
0.000006416579254,0.000006416578799,0.000033020260162,0.000033020256524,0.000000002560000,0.002533096681732,0.005746325480166
0.000006416536507,0.000006416534234,0.000033019812690,0.000033019827242,0.000000002560000,0.002533087885171,0.005746288127304
0.000006416582892,0.000006416581982,0.000033021195122,0.000033021195122,0.000000002560000,0.002533097310014,0.005746407148993
0.000006416578344,0.000006416581073,0.000033021580748,0.000033021584386,0.000000002560000,0.002533097130589,0.005746441019100
0.000006416554243,0.000006416556516,0.000033020311093,0.000033020311093,0.000000000512000,0.002533092283356,0.005746330228328
0.000006416549695,0.000006416550605,0.000033020420233,0.000033020416595,0.000000000512000,0.002533091116600,0.005746339408267
0.000006416562883,0.000006416564247,0.000033021533454,0.000033021522540,0.000000000512000,0.002533093809356,0.005746435637854
0.000006416572432,0.000006416571068,0.000033021544368,0.000033021544368,0.000000000512000,0.002533095155733,0.005746437537118
0.000006416555152,0.000006416550150,0.000033020482078,0.000033020478440,0.000000000102400,0.002533091026789,0.005746344789516
0.000006416555152,0.000006416549240,0.000033020591218,0.000033020591218,0.000000000102400,0.002533090847167,0.005746354602528
0.000006416554243,0.000006416549695,0.000033020980482,0.000033020987757,0.000000000102400,0.002533090936978,0.005746389105952
0.000006416549240,0.000006416544693,0.000033021027775,0.000033021020499,0.000000000102400,0.002533089949646,0.005746391954870
0.000006416553788,0.000006416548786,0.000033020871342,0.000033020871342,0.000000000020480,0.002533090757553,0.005746378976538
0.000006416553788,0.000006416548786,0.000033021533454,0.000033021529816,0.000000000020480,0.002533090757553,0.005746436270942
0.000006416553788,0.000006416549240,0.000033021602576,0.000033021602576,0.000000000020480,0.002533090847167,0.005746442601819
0.000006416553788,0.000006416548786,0.000033021602576,0.000033021602576,0.000000000020480,0.002533090757553,0.005746442601819
0.000006416553788,0.000006416548786,0.000033021606214,0.000033021606214,0.000000000004096,0.002533090757553,0.005746442918363
0.000006416553788,0.000006416548786,0.000033021609852,0.000033021609852,0.000000000004096,0.002533090757553,0.005746443234906
0.000006416553788,0.000006416548786,0.000033021609852,0.000033021609852,0.000000000004096,0.002533090757553,0.005746443234906
0.000006416553788,0.000006416549695,0.000033021609852,0.000033021606214,0.000000000004096,0.002533090936978,0.005746442918363
0.000006416553788,0.000006416548786,0.000033021609852,0.000033021602576,0.000000000000819,0.002533090757553,0.005746442601819
0.000006416553788,0.000006416549240,0.000033021602576,0.000033021609852,0.000000000000819,0.002533090847167,0.005746443234906
0.000006416553788,0.000006416548786,0.000033021606214,0.000033021609852,0.000000000000819,0.002533090757553,0.005746443234906
0.000006416553788,0.000006416548786,0.000033021606214,0.000033021613490,0.000000000000819,0.002533090757553,0.005746443551450
0.000006416553788,0.000006416548786,0.000033021606214,0.000033021613490,0.000000000000164,0.002533090757553,0.005746443551450
0.000006416553788,0.000006416548786,0.000033021609852,0.000033021613490,0.000000000000164,0.002533090757553,0.005746443551450
0.000006416553788,0.000006416549240,0.000033021602576,0.000033021609852,0.000000000000164,0.002533090847167,0.005746443234906
0.000006416553788,0.000006416549240,0.000033021606214,0.000033021609852,0.000000000000164,0.002533090847167,0.005746443234906
0.000006416553788,0.000006416549240,0.000033021609852,0.000033021606214,0.000000000000033,0.002533090847167,0.005746442918363
0.000006416553788,0.000006416549695,0.000033021613490,0.000033021606214,0.000000000000033,0.002533090936978,0.005746442918363
0.000006416553788,0.000006416548786,0.000033021609852,0.000033021602576,0.000000000000033,0.002533090757553,0.005746442601819
0.000006416553788,0.000006416549240,0.000033021609852,0.000033021602576,0.000000000000033,0.002533090847167,0.005746442601819
0.000006416553788,0.000006416549240,0.000033021609852,0.000033021606214,0.000000000000007,0.002533090847167,0.005746442918363
0.000006416553788,0.000006416548786,0.000033021606214,0.000033021602576,0.000000000000007,0.002533090757553,0.005746442601819
0.000006416553788,0.000006416549240,0.000033021609852,0.000033021602576,0.000000000000007,0.002533090847167,0.005746442601819
0.000006416553788,0.000006416549240,0.000033021609852,0.000033021602576,0.000000000000007,0.002533090847167,0.005746442601819
0.000006416553788,0.000006416548786,0.000033021609852,0.000033021602576,0.000000000000001,0.002533090757553,0.005746442601819
0.000006416553788,0.000006416549695,0.000033021606214,0.000033021602576,0.000000000000001,0.002533090936978,0.005746442601819
0.000006416553788,0.000006416549240,0.000033021606214,0.000033021602576,0.000000000000001,0.002533090847167,0.005746442601819
0.000006416553788,0.000006416548786,0.000033021606214,0.000033021602576,0.000000000000001,0.002533090757553,0.005746442601819
0.000006416553788,0.000006416548786,0.000033021609852,0.000033021602576,0.000000000000000,0.002533090757553,0.005746442601819
0.000006416553788,0.000006416549240,0.000033021609852,0.000033021602576,0.000000000000000,0.002533090847167,0.005746442601819
0.000006416553788,0.000006416548786,0.000033021606214,0.000033021602576,0.000000000000000,0.002533090757553,0.005746442601819
0.000006416553788,0.000006416548786,0.000033021606214,0.000033021602576,0.000000000000000,0.002533090757553,0.005746442601819
0.000006416553788,0.000006416549240,0.000033021606214,0.000033021602576,0.000000000000000,0.002533090847167,0.005746442601819
0.000006416553788,0.000006416549240,0.000033021602576,0.000033021598938,0.000000000000000,0.002533090847167,0.005746442285275
0.000006416553788,0.000006416549240,0.000033021606214,0.000033021602576,0.000000000000000,0.002533090847167,0.005746442601819
0.000006416553788,0.000006416549695,0.000033021606214,0.000033021602576,0.000000000000000,0.002533090936978,0.005746442601819
0.000006416553788,0.000006416549240,0.000033021602576,0.000033021606214,0.000000000000000,0.002533090847167,0.005746442918363
0.000006416553788,0.000006416548786,0.000033021606214,0.000033021602576,0.000000000000000,0.002533090757553,0.005746442601819
0.000006416553788,0.000006416548786,0.000033021602576,0.000033021606214,0.000000000000000,0.002533090757553,0.005746442918363
0.000006416553788,0.000006416549240,0.000033021602576,0.000033021606214,0.000000000000000,0.002533090847167,0.005746442918363
0.000006416553788,0.000006416549240,0.000033021602576,0.000033021609852,0.000000000000000,0.002533090847167,0.005746443234906
0.000006416553788,0.000006416549240,0.000033021606214,0.000033021609852,0.000000000000000,0.002533090847167,0.005746443234906
0.000006416553788,0.000006416548786,0.000033021606214,0.000033021609852,0.000000000000000,0.002533090757553,0.005746443234906
0.000006416553788,0.000006416549695,0.000033021602576,0.000033021613490,0.000000000000000,0.002533090936978,0.005746443551450
0.000006416553788,0.000006416549695,0.000033021602576,0.000033021606214,0.000000000000000,0.002533090936978,0.005746442918363
0.000006416553788,0.000006416548786,0.000033021606214,0.000033021609852,0.000000000000000,0.002533090757553,0.005746443234906
0.000006416553788,0.000006416548786,0.000033021609852,0.000033021606214,0.000000000000000,0.002533090757553,0.005746442918363
0.000006416554243,0.000006416548786,0.000033021606214,0.000033021606214,0.000000000000000,0.002533090757553,0.005746442918363
0.000006416553788,0.000006416548786,0.000033021609852,0.000033021609852,0.000000000000000,0.002533090757553,0.005746443234906
