loss,root_mean_squared_error,val_loss,val_root_mean_squared_error,lr
0.097097814083099,0.311605304479599,0.010613522492349,0.103021942079067,0.001000000047497
0.006342605687678,0.079640470445156,0.003284530946985,0.057310827076435,0.001000000047497
0.002508408389986,0.050084013491869,0.001501583494246,0.038750272244215,0.001000000047497
0.001141506945714,0.033786185085773,0.001076069427654,0.032803498208523,0.001000000047497
0.000839917396661,0.028981329873204,0.001075640204363,0.032796952873468,0.001000000047497
0.000677392585203,0.026026768609881,0.000407216371968,0.020179603248835,0.001000000047497
0.000517354696058,0.022745436057448,0.000574154488277,0.023961521685123,0.001000000047497
0.000375133240595,0.019368357956409,0.000751093321014,0.027406083419919,0.001000000047497
0.000354528834578,0.018828937783837,0.000819581327960,0.028628328815103,0.001000000047497
0.000284026173176,0.016853073611856,0.000416470924392,0.020407617092133,0.001000000047497
0.000140648597153,0.011859538964927,0.000140663119964,0.011860148981214,0.000200000009499
0.000119592667033,0.010935847647488,0.000132422632305,0.011507503688335,0.000200000009499
0.000112456720672,0.010604561306536,0.000129008054500,0.011358171701431,0.000200000009499
0.000107014850073,0.010344798676670,0.000129917345475,0.011398129165173,0.000200000009499
0.000102639089164,0.010131096467376,0.000130118962261,0.011406970210373,0.000200000009499
0.000096413896244,0.009819056838751,0.000106682979094,0.010328746400774,0.000040000002627
0.000094617906143,0.009727173484862,0.000105583276309,0.010275372304022,0.000040000002627
0.000093686168839,0.009679163806140,0.000104661769001,0.010230433195829,0.000040000002627
0.000092733971542,0.009629848413169,0.000103883743577,0.010192337445915,0.000040000002627
0.000090723166068,0.009524870663881,0.000102190708276,0.010108942165971,0.000008000000889
0.000090328765509,0.009504144079983,0.000101840501884,0.010091604664922,0.000008000000889
0.000090047076810,0.009489316493273,0.000101489647932,0.010074207559228,0.000008000000889
0.000089759807452,0.009474164806306,0.000101119600004,0.010055825114250,0.000008000000889
0.000089407076302,0.009455529972911,0.000100971308711,0.010048447176814,0.000001600000132
0.000089266359282,0.009448088705540,0.000100844947156,0.010042157024145,0.000001600000132
0.000089192784799,0.009444193914533,0.000100718949398,0.010035882703960,0.000001600000132
0.000089119021141,0.009440287016332,0.000100588084024,0.010029360651970,0.000001600000132
0.000088968336058,0.009432301856577,0.000100747085526,0.010037284344435,0.000000320000026
0.000088935332315,0.009430552832782,0.000100733901490,0.010036628693342,0.000000320000026
0.000088915483502,0.009429505094886,0.000100713550637,0.010035614483058,0.000000320000026
0.000088894572400,0.009428391233087,0.000100683144410,0.010034099221230,0.000000320000026
0.000088847074949,0.009425872005522,0.000100632809335,0.010031591169536,0.000000064000005
0.000088840490207,0.009425522759557,0.000100610683148,0.010030486620963,0.000000064000005
0.000088835709903,0.009425267577171,0.000100597113487,0.010029810480773,0.000000064000005
0.000088830784080,0.009425007738173,0.000100589430076,0.010029427707195,0.000000064000005
0.000088815999334,0.009424222633243,0.000100586737972,0.010029292665422,0.000000012800001
0.000088815271738,0.009424187242985,0.000100586301414,0.010029272176325,0.000000012800001
0.000088814849732,0.009424160234630,0.000100583478343,0.010029130615294,0.000000012800001
0.000088814158516,0.009424128569663,0.000100580553408,0.010028984397650,0.000000012800001
0.000088810615125,0.009423939511180,0.000100580073195,0.010028960183263,0.000000002560000
0.000088810462330,0.009423931129277,0.000100579607533,0.010028936900198,0.000000002560000
0.000088810353191,0.009423924610019,0.000100579716673,0.010028945282102,0.000000002560000
0.000088810294983,0.009423922747374,0.000100579542050,0.010028936900198,0.000000002560000
0.000088810178568,0.009423914365470,0.000100579542050,0.010028935968876,0.000000000512000
0.000088810178568,0.009423915296793,0.000100579520222,0.010028935037553,0.000000000512000
0.000088810134912,0.009423911571503,0.000100579491118,0.010028934106231,0.000000000512000
0.000088810149464,0.009423912502825,0.000100579469290,0.010028933174908,0.000000000512000
0.000088810142188,0.009423912502825,0.000100579454738,0.010028931312263,0.000000000102400
0.000088810134912,0.009423911571503,0.000100579469290,0.010028931312263,0.000000000102400
