Prediction Frame,Calculated Prediction Heatflux,Groundtruth Frame,Groundtruth Heatflux
0.0,221.18683701097783,0.0,220.90761506586568
11.0,248993.42680218254,1.0101010101010102,3841.625491704268
22.0,676494.7920763509,2.0202020202020203,11864.742903030245
33.0,771953.8154622479,3.0303030303030303,24200.57377416687
44.0,426789.1432604532,4.040404040404041,40711.222547258076
56.0,29244.511430896146,5.050505050505051,61212.12564106553
67.0,111340.79129961629,6.0606060606060606,85474.11458706809
78.0,532131.6096109843,7.070707070707071,113225.97777938767
89.0,797280.4064394315,8.080808080808081,144157.49220212648
100.0,584063.5399199633,9.090909090909092,177922.8912440842
,,10.101010101010102,214144.72983603468
,,11.111111111111112,252418.10370429046
,,12.121212121212121,292315.1755758116
,,13.131313131313131,333389.9577388648
,,14.141414141414142,375183.2974975879
,,15.151515151515152,417228.00979076396
,,16.161616161616163,459054.0996000494
,,17.171717171717173,500194.0157691878
,,18.181818181818183,540187.8775046151
,,19.191919191919194,578588.6151332438
,,20.202020202020204,614966.9676516848
,,21.212121212121215,648916.2812020172
,,22.222222222222225,680057.0548345477
,,23.232323232323235,708041.1827429484
,,24.242424242424242,732555.8455501255
,,25.252525252525253,753327.0071462488
,,26.262626262626263,770122.4779896871
,,27.272727272727273,782754.5106278688
,,28.282828282828284,791081.898424152
,,29.292929292929294,795011.5540301732
,,30.303030303030305,794499.5499587911
,,31.313131313131315,789551.6096256215
,,32.323232323232325,780223.0433700824
,,33.333333333333336,766618.1301711285
,,34.343434343434346,748888.9519691458
,,35.35353535353536,727233.6936244835
,,36.36363636363637,701894.4275164686
,,37.37373737373738,673154.4075476658
,,38.38383838383839,641334.9028022403
,,39.3939393939394,606791.60625324
,,40.40404040404041,569910.6586639076
,,41.41414141414142,531104.3321296704
,,42.42424242424243,490806.4215121545
,,43.43434343434344,449467.3952818728
,,44.44444444444445,407549.35997569276
,,45.45454545454546,365520.8945586766
,,46.46464646464647,323851.81243415666
,,47.47474747474748,283007.90965470043
,,48.484848484848484,243445.75804085392
,,49.494949494949495,205607.60141257214
,,50.505050505050505,169916.41198559082
,,51.515151515151516,136771.16219459893
,,52.525252525252526,106542.36479694187
,,53.535353535353536,79567.93111160619
,,54.54545454545455,56149.39369199204
,,55.55555555555556,36548.53565716022
,,56.56565656565657,20984.464360429673
,,57.57575757575758,9631.162107199663
,,58.58585858585859,2615.541301188234
,,59.5959595959596,16.025759555050172
,,60.60606060606061,1861.6740556149743
,,61.61616161616162,8131.85468881909
,,62.62626262626263,18756.47671310074
,,63.63636363636364,33616.77324551955
,,64.64646464646465,52546.62909678253
,,65.65656565656566,75334.43768278434
,,66.66666666666667,101725.46645975846
,,67.67676767676768,131424.70444112318
,,68.68686868686869,164100.1599651807
,,69.6969696969697,199386.57184970807
,,70.70707070707071,236889.49244846415
,,71.71717171717172,276189.6969673339
,,72.72727272727273,316847.8697507606
,,73.73737373737374,358409.5151530165
,,74.74747474747475,400410.03809833934
,,75.75757575757576,442379.93753712135
,,76.76767676767678,483850.054743313
,,77.77777777777779,524356.8177851784
,,78.7878787878788,563447.4235443091
,,79.7979797979798,600684.8993559221
,,80.80808080808082,635652.9876891033
,,81.81818181818183,667960.7992638173
,,82.82828282828284,697247.1825900074
,,83.83838383838385,723184.7610840818
,,84.84848484848486,745483.5926340558
,,85.85858585858587,763894.4107050485
,,86.86868686868688,778211.4107545849
,,87.87878787878789,788274.5508098726
,,88.8888888888889,793971.3404901495
,,89.89898989898991,795238.0984755955
,,90.90909090909092,792060.6643662432
,,91.91919191919193,784474.5569734017
,,92.92929292929294,772564.5772741452
,,93.93939393939395,756463.8604672162
,,94.94949494949496,736352.3877269002
,,95.95959595959597,712454.9742911651
,,96.96969696969697,685038.7563741389
,,97.97979797979798,654410.2049953623
,,98.98989898989899,620911.7001066061
,,100.0,584917.703312218
