loss,mean_squared_error,val_loss,val_mean_squared_error,lr
0.025092992931604,0.025092994794250,0.017249109223485,0.017249107360840,0.001000000047497
0.015246501192451,0.015246503986418,0.012402354739606,0.012402355670929,0.001000000047497
0.012069680728018,0.012069683521986,0.010360704734921,0.010360704734921,0.001000000047497
0.009750120341778,0.009750113822520,0.007857606746256,0.007857606746256,0.001000000047497
0.007568431552500,0.007568428758532,0.007249808870256,0.007249809801579,0.001000000047497
0.007195304147899,0.007195302750915,0.007061298005283,0.007061296608299,0.001000000047497
0.006965830456465,0.006965829990804,0.006930215284228,0.006930216681212,0.001000000047497
0.006825194228441,0.006825195625424,0.006976453587413,0.006976453587413,0.001000000047497
0.006645258050412,0.006645255722106,0.006342055741698,0.006342054810375,0.001000000047497
0.006316493265331,0.006316492799670,0.005917288828641,0.005917289759964,0.001000000047497
0.005777708254755,0.005777707323432,0.004951234906912,0.004951235838234,0.001000000047497
0.005024999380112,0.005024996586144,0.004246785771102,0.004246786236763,0.001000000047497
0.004121439531446,0.004121438600123,0.003426240989938,0.003426240989938,0.001000000047497
0.003593049012125,0.003593049710616,0.003003419376910,0.003003419144079,0.001000000047497
0.003044696524739,0.003044697223231,0.002612511627376,0.002612510928884,0.001000000047497
0.002740928204730,0.002740928437561,0.002507832832634,0.002507832832634,0.001000000047497
0.113115996122360,0.113115973770618,0.313445627689362,0.313445657491684,0.001000000047497
0.133631780743599,0.133631780743599,0.038461629301310,0.038461629301310,0.001000000047497
0.039659697562456,0.039659701287746,0.038479577749968,0.038479581475258,0.001000000047497
0.039332620799541,0.039332628250122,0.038526460528374,0.038526456803083,0.001000000047497
0.067740947008133,0.067740969359875,0.038461536169052,0.038461528718472,0.000200000009499
0.039667513221502,0.039667516946793,0.038461536169052,0.038461532443762,0.000200000009499
0.039382800459862,0.039382800459862,0.038461536169052,0.038461524993181,0.000200000009499
0.039209838956594,0.039209838956594,0.038461528718472,0.038461528718472,0.000200000009499
0.051428586244583,0.051428575068712,0.038461577147245,0.038461577147245,0.000040000002627
0.039209127426147,0.039209127426147,0.038461577147245,0.038461577147245,0.000040000002627
0.039209127426147,0.039209127426147,0.038461577147245,0.038461573421955,0.000040000002627
0.039209127426147,0.039209127426147,0.038461580872536,0.038461577147245,0.000040000002627
0.039209127426147,0.039209127426147,0.051558807492256,0.051558807492256,0.000008000000889
0.039209127426147,0.039209127426147,0.038461580872536,0.038461573421955,0.000008000000889
0.728855073451996,0.728854894638062,0.038464900106192,0.038464896380901,0.000008000000889
0.039209123700857,0.039209127426147,0.038464933633804,0.038464926183224,0.000008000000889
0.039209123700857,0.039209127426147,0.038465041667223,0.038465041667223,0.000001600000132
0.039209123700857,0.039209127426147,0.038464922457933,0.038464922457933,0.000001600000132
0.039209123700857,0.039209127426147,0.040421161800623,0.040421158075333,0.000001600000132
0.039209123700857,0.039209127426147,0.038464907556772,0.038464900106192,0.000001600000132
0.039209123700857,0.039209127426147,0.038464933633804,0.038464929908514,0.000000320000026
0.039209123700857,0.039209127426147,0.038465008139610,0.038465004414320,0.000000320000026
0.039209123700857,0.039209127426147,0.038464948534966,0.038464941084385,0.000000320000026
0.039209123700857,0.039209127426147,0.038465000689030,0.038465000689030,0.000000320000026
0.039209123700857,0.039209127426147,0.038464933633804,0.038464933633804,0.000000064000005
