loss,mean_squared_error,val_loss,val_mean_squared_error,lr
0.017280345782638,0.017280342057347,0.010234799236059,0.010234800167382,0.001000000047497
0.010094564408064,0.010094563476741,0.007554441224784,0.007554442156106,0.001000000047497
0.007187006063759,0.007187003269792,0.003444813890383,0.003444813890383,0.001000000047497
0.005127369891852,0.005127370823175,0.001978447427973,0.001978447427973,0.001000000047497
0.002546837553382,0.002546837087721,0.001963687129319,0.001963687129319,0.001000000047497
0.001108408789150,0.001108409254812,0.000384944112739,0.000384944200050,0.001000000047497
0.000546434777789,0.000546434894204,0.000251075078268,0.000251075078268,0.001000000047497
0.000371051602997,0.000371051399270,0.000230899808230,0.000230899764574,0.001000000047497
0.000368625420379,0.000368625333067,0.000286995404167,0.000286995433271,0.001000000047497
0.000362584512914,0.000362584367394,0.000253930717008,0.000253930717008,0.001000000047497
0.000329977949150,0.000329977920046,0.000279928004602,0.000279928004602,0.001000000047497
0.000094448070740,0.000094448070740,0.000074867501098,0.000074867508374,0.000200000009499
0.000076152013207,0.000076151969552,0.000073027891631,0.000073027877079,0.000200000009499
0.000073001254350,0.000073001261626,0.000074911498814,0.000074911498814,0.000200000009499
0.000071403468610,0.000071403483162,0.000075003248639,0.000075003241363,0.000200000009499
0.000071222610131,0.000071222639235,0.000078222044976,0.000078222044976,0.000200000009499
0.000059332749515,0.000059332774981,0.000054419084336,0.000054419080698,0.000040000002627
0.000056061871874,0.000056061857322,0.000053774128901,0.000053774125263,0.000040000002627
0.000055206193792,0.000055206182878,0.000053378720622,0.000053378727898,0.000040000002627
0.000054492033087,0.000054492047639,0.000053015537560,0.000053015548474,0.000040000002627
0.000053265881434,0.000053265863244,0.000051113147492,0.000051113136578,0.000008000000889
0.000052805935411,0.000052805935411,0.000050842882047,0.000050842900237,0.000008000000889
0.000052675750339,0.000052675750339,0.000050676237151,0.000050676237151,0.000008000000889
0.000052580471674,0.000052580478950,0.000050485650718,0.000050485657994,0.000008000000889
0.000051491526392,0.000051491511840,0.000050239148550,0.000050239137636,0.000001600000132
0.000051457191148,0.000051457169320,0.000050114704209,0.000050114704209,0.000001600000132
0.000051427810831,0.000051427810831,0.000050036436733,0.000050036418543,0.000001600000132
0.000051382943639,0.000051382950915,0.000049970079999,0.000049970083637,0.000001600000132
0.000050997456128,0.000050997441576,0.000049943348131,0.000049943348131,0.000000320000026
0.000050987244322,0.000050987244322,0.000049924128689,0.000049924135965,0.000000320000026
0.000050978134823,0.000050978116633,0.000049904319894,0.000049904316256,0.000000320000026
0.000050975402701,0.000050975384511,0.000049904949265,0.000049904938351,0.000000320000026
0.000050871483836,0.000050871520216,0.000049895956181,0.000049895956181,0.000000064000005
0.000050866765378,0.000050866747188,0.000049887923524,0.000049887934438,0.000000064000005
0.000050864480727,0.000050864502555,0.000049881735322,0.000049881728046,0.000000064000005
0.000050859744078,0.000050859736803,0.000049879592552,0.000049879603466,0.000000064000005
0.000050837174058,0.000050837188610,0.000049878159189,0.000049878159189,0.000000012800001
0.000050836824812,0.000050836828450,0.000049876995035,0.000049877002311,0.000000012800001
0.000050836402806,0.000050836402806,0.000049875601690,0.000049875598052,0.000000012800001
0.000050835693401,0.000050835697039,0.000049873957323,0.000049873950047,0.000000012800001
0.000050830898545,0.000050830894907,0.000049873837270,0.000049873819080,0.000000002560000
0.000050830869441,0.000050830862165,0.000049873655371,0.000049873666285,0.000000002560000
0.000050830822147,0.000050830807595,0.000049873509852,0.000049873520766,0.000000002560000
0.000050830785767,0.000050830782129,0.000049873386160,0.000049873371609,0.000000002560000
0.000050830327382,0.000050830320106,0.000049873371609,0.000049873371609,0.000000000512000
0.000050830338296,0.000050830316468,0.000049873360695,0.000049873371609,0.000000000512000
0.000050830327382,0.000050830327382,0.000049873353419,0.000049873357057,0.000000000512000
0.000050830323744,0.000050830320106,0.000049873349781,0.000049873357057,0.000000000512000
0.000050830291002,0.000050830312830,0.000049873342505,0.000049873342505,0.000000000102400
0.000050830291002,0.000050830305554,0.000049873342505,0.000049873353419,0.000000000102400
0.000050830291002,0.000050830305554,0.000049873349781,0.000049873357057,0.000000000102400
0.000050830291002,0.000050830305554,0.000049873342505,0.000049873357057,0.000000000102400
0.000050830291002,0.000050830312830,0.000049873342505,0.000049873357057,0.000000000020480
0.000050830291002,0.000050830301916,0.000049873342505,0.000049873353419,0.000000000020480
0.000050830291002,0.000050830305554,0.000049873335229,0.000049873353419,0.000000000020480
0.000050830287364,0.000050830312830,0.000049873338867,0.000049873346143,0.000000000020480
0.000050830287364,0.000050830312830,0.000049873338867,0.000049873342505,0.000000000004096
0.000050830291002,0.000050830312830,0.000049873338867,0.000049873342505,0.000000000004096
0.000050830291002,0.000050830305554,0.000049873349781,0.000049873342505,0.000000000004096
0.000050830291002,0.000050830305554,0.000049873349781,0.000049873342505,0.000000000004096
0.000050830287364,0.000050830301916,0.000049873338867,0.000049873342505,0.000000000000819
0.000050830291002,0.000050830312830,0.000049873349781,0.000049873342505,0.000000000000819
0.000050830291002,0.000050830312830,0.000049873342505,0.000049873342505,0.000000000000819
0.000050830291002,0.000050830305554,0.000049873349781,0.000049873342505,0.000000000000819
0.000050830287364,0.000050830305554,0.000049873338867,0.000049873338867,0.000000000000164
0.000050830291002,0.000050830305554,0.000049873342505,0.000049873342505,0.000000000000164
0.000050830291002,0.000050830305554,0.000049873349781,0.000049873346143,0.000000000000164
0.000050830291002,0.000050830312830,0.000049873353419,0.000049873342505,0.000000000000164
0.000050830287364,0.000050830305554,0.000049873342505,0.000049873346143,0.000000000000033
0.000050830291002,0.000050830305554,0.000049873349781,0.000049873342505,0.000000000000033
0.000050830291002,0.000050830312830,0.000049873342505,0.000049873342505,0.000000000000033
0.000050830291002,0.000050830312830,0.000049873338867,0.000049873342505,0.000000000000033
0.000050830291002,0.000050830305554,0.000049873342505,0.000049873342505,0.000000000000007
0.000050830287364,0.000050830312830,0.000049873338867,0.000049873342505,0.000000000000007
0.000050830287364,0.000050830298278,0.000049873349781,0.000049873342505,0.000000000000007
0.000050830287364,0.000050830305554,0.000049873353419,0.000049873342505,0.000000000000007
0.000050830291002,0.000050830305554,0.000049873357057,0.000049873342505,0.000000000000001
0.000050830291002,0.000050830305554,0.000049873353419,0.000049873342505,0.000000000000001
0.000050830291002,0.000050830312830,0.000049873353419,0.000049873342505,0.000000000000001
0.000050830291002,0.000050830305554,0.000049873353419,0.000049873342505,0.000000000000001
0.000050830291002,0.000050830305554,0.000049873353419,0.000049873346143,0.000000000000000
0.000050830287364,0.000050830301916,0.000049873349781,0.000049873342505,0.000000000000000
0.000050830291002,0.000050830312830,0.000049873353419,0.000049873342505,0.000000000000000
0.000050830287364,0.000050830305554,0.000049873353419,0.000049873346143,0.000000000000000
0.000050830287364,0.000050830305554,0.000049873353419,0.000049873353419,0.000000000000000
0.000050830291002,0.000050830312830,0.000049873353419,0.000049873346143,0.000000000000000
0.000050830291002,0.000050830312830,0.000049873342505,0.000049873346143,0.000000000000000
0.000050830291002,0.000050830312830,0.000049873349781,0.000049873353419,0.000000000000000
0.000050830291002,0.000050830305554,0.000049873342505,0.000049873357057,0.000000000000000
0.000050830291002,0.000050830301916,0.000049873349781,0.000049873353419,0.000000000000000
0.000050830291002,0.000050830312830,0.000049873349781,0.000049873357057,0.000000000000000
0.000050830291002,0.000050830316468,0.000049873353419,0.000049873357057,0.000000000000000
0.000050830291002,0.000050830312830,0.000049873349781,0.000049873360695,0.000000000000000
0.000050830294640,0.000050830305554,0.000049873349781,0.000049873360695,0.000000000000000
0.000050830291002,0.000050830305554,0.000049873342505,0.000049873357057,0.000000000000000
0.000050830291002,0.000050830305554,0.000049873342505,0.000049873357057,0.000000000000000
0.000050830291002,0.000050830312830,0.000049873342505,0.000049873360695,0.000000000000000
0.000050830287364,0.000050830305554,0.000049873338867,0.000049873353419,0.000000000000000
0.000050830291002,0.000050830305554,0.000049873342505,0.000049873353419,0.000000000000000
